C_perc,H_perc,N_perc,O_perc,S_perc
26.95,12.5,52.28,8.11,0.17
26.4,13.37,52.74,7.32,0.19
26.02,14.09,51.99,7.72,0.18
26.23,13.17,52.66,7.7,0.25
26.16,13.01,52.75,7.79,0.29
26.31,13.09,52.37,7.82,0.41
26.07,13.85,52.17,7.45,0.46
26.36,13.83,52.85,6.78,0.18
24.82,14.87,51.03,8.58,0.71
26.43,13.82,52.01,7.62,0.12
25.74,13.87,52.12,7.86,0.42
26.75,11.91,52.48,8.71,0.14
26.15,13.81,51.82,8.05,0.16
25.71,13.72,52.69,7.76,0.12
26.32,13.81,51.77,7.77,0.33
26.32,13.05,52.84,7.58,0.21
26.19,13.68,52.19,7.79,0.16
26.29,13.37,52.36,7.72,0.27
24.82,12.47,54.6,8.06,0.05
26.33,13.48,52.57,7.47,0.15
25.48,15.25,50.67,8.47,0.14
26.37,12.69,52.95,7.9,0.08
26.16,13.68,52.5,7.54,0.13
26.49,13.2,52.8,7.33,0.17
25.38,13.79,52.62,8.11,0.11
26.26,13.81,51.84,7.72,0.37
25.88,14.83,52.02,7.2,0.08
26.78,13.1,52.58,7.3,0.24
26.39,13.34,53.23,6.87,0.17
25.99,13.3,52.77,7.72,0.22
26.81,12.98,52.8,7.18,0.23
26.16,13.62,52.69,7.32,0.22
26.19,13.61,52.24,7.56,0.4
26.61,13.66,52.36,7.16,0.22
25.93,13.17,53.26,7.33,0.32
26.72,13.64,52.06,7.27,0.31
26.28,13.37,52.36,7.85,0.14
26.28,13.57,52.2,7.46,0.5
26.53,13.88,52.28,7.12,0.18
26.58,13.62,52.04,7.57,0.19
26.46,13.68,51.72,7.93,0.21
25.91,13.95,52.16,7.84,0.13
25.69,14.42,51.95,7.7,0.25
25.29,13.74,52.91,7.9,0.16
26.06,13.69,52.7,7.35,0.21
26.02,13.58,53.07,7.18,0.14
26.19,13.53,52.65,7.48,0.14
24.68,15.11,51.86,8.34,0.02
26.11,13.35,52.97,7.38,0.2
26.38,13.68,51.99,7.75,0.2
26.76,13.0,52.83,7.11,0.3
26.22,11.71,53.63,8.45,0.0
26.81,13.17,51.93,7.87,0.23
26.05,13.68,52.42,7.68,0.16
25.49,14.15,52.0,8.2,0.17
25.94,13.66,53.07,7.16,0.17
26.13,13.73,52.6,7.4,0.14
26.01,13.52,52.27,7.87,0.33
25.82,13.68,52.95,7.32,0.23
26.46,13.49,52.14,7.61,0.3
26.25,13.19,53.06,7.32,0.18
26.06,13.69,52.64,7.47,0.14
26.56,13.4,53.01,6.95,0.07
24.99,12.99,52.39,9.52,0.12
26.31,13.36,52.71,7.49,0.14
26.56,11.97,52.81,8.35,0.31
26.0,12.92,52.45,8.4,0.24
25.84,14.02,51.88,7.94,0.32
26.79,13.36,52.49,7.14,0.22
26.8,13.64,52.12,7.19,0.25
26.36,13.65,52.6,7.17,0.22
26.66,13.31,52.77,7.07,0.19
26.4,13.27,52.28,7.78,0.28
25.73,13.49,52.68,7.94,0.16
26.84,13.98,51.66,7.38,0.14
26.02,13.88,52.25,7.72,0.12
26.38,13.64,52.78,7.12,0.08
25.95,13.98,52.25,7.54,0.28
23.34,12.87,52.93,10.85,0.0
26.52,13.23,52.68,7.32,0.25
26.5,12.76,52.23,7.97,0.54
26.04,12.63,52.96,8.07,0.29
26.24,14.01,52.16,7.34,0.26
25.9,13.8,52.84,7.24,0.22
26.64,12.72,52.9,7.48,0.26
26.86,13.83,51.98,7.16,0.17
25.82,13.41,52.96,7.73,0.08
25.72,13.81,52.27,8.09,0.12
25.05,11.43,51.52,11.67,0.33
26.82,13.12,53.1,6.87,0.09
25.92,13.34,53.01,7.47,0.26
26.58,12.27,52.45,8.53,0.18
26.04,13.94,52.23,7.59,0.2
26.72,13.04,52.85,7.16,0.24
26.18,12.22,52.81,8.56,0.23
25.86,14.39,52.52,7.01,0.23
26.07,14.14,52.01,7.59,0.19
26.35,13.66,51.76,8.01,0.22
25.02,12.14,55.37,7.47,0.0
26.38,13.79,51.59,7.83,0.4
26.7,13.41,51.9,7.69,0.3
26.26,13.27,52.71,7.59,0.18
26.23,13.99,51.8,7.75,0.23
26.41,13.56,52.53,7.42,0.08
26.59,13.38,51.86,7.97,0.2
26.2,13.37,52.82,7.45,0.16
26.48,13.47,52.41,7.42,0.22
26.28,13.03,53.18,7.34,0.17
25.99,13.48,52.79,7.54,0.19
26.53,13.33,52.72,7.29,0.12
26.34,13.57,52.52,7.38,0.18
26.58,13.88,52.06,7.38,0.1
25.68,14.37,51.86,7.88,0.21
25.97,13.97,52.35,7.55,0.16
26.72,13.18,52.63,7.15,0.31
25.3,14.16,52.93,7.43,0.18
24.87,14.39,52.54,7.98,0.23
26.39,13.35,52.76,7.32,0.19
26.42,13.41,52.73,7.25,0.2
25.76,13.38,52.9,7.73,0.23
26.37,12.64,52.58,8.3,0.1
26.49,12.99,52.93,7.19,0.4
26.7,12.83,52.8,7.44,0.23
26.77,14.68,51.29,7.1,0.16
26.66,13.52,52.75,6.96,0.12
26.66,13.16,52.46,7.41,0.31
26.39,12.84,52.69,7.72,0.36
25.03,13.23,54.34,7.41,0.0
26.85,12.79,52.79,7.17,0.39
25.29,14.14,52.33,8.09,0.14
26.22,14.0,52.14,7.47,0.17
25.19,13.02,53.31,8.09,0.39
26.42,13.62,52.55,7.19,0.23
27.05,13.04,52.54,7.19,0.17
26.31,13.4,52.61,7.48,0.21
26.96,13.43,52.33,7.14,0.15
25.55,13.82,52.89,7.63,0.1
26.62,13.1,53.2,6.88,0.2
25.71,14.06,52.14,7.95,0.13
26.09,13.8,52.4,7.45,0.26
25.96,14.15,52.35,7.42,0.12
25.69,13.54,52.43,8.06,0.29
26.32,13.71,52.89,6.91,0.16
26.13,13.95,52.49,7.33,0.1
25.29,12.15,54.9,7.61,0.06
25.83,14.85,51.53,7.68,0.1
25.89,13.09,53.71,7.21,0.1
25.55,13.33,52.88,7.71,0.52
25.65,14.05,52.15,7.9,0.24
26.02,13.19,52.44,7.98,0.37
26.84,13.17,52.25,7.47,0.27
26.18,13.4,52.76,7.32,0.34
26.37,13.48,52.21,7.72,0.22
25.62,13.53,53.0,7.62,0.22
26.53,13.2,52.88,7.17,0.22
25.35,14.69,52.19,7.6,0.17
26.82,13.29,52.36,7.38,0.15
26.19,14.32,51.79,7.46,0.23
26.73,13.59,52.18,7.33,0.17
26.36,13.08,53.07,7.21,0.28
26.29,13.3,52.48,7.65,0.27
25.57,13.99,51.55,8.79,0.09
26.19,13.22,52.84,7.39,0.36
26.81,13.38,52.75,6.85,0.22
26.61,13.2,52.73,7.3,0.17
25.57,14.39,51.95,7.81,0.27
26.03,12.73,53.5,7.58,0.16
26.81,12.96,52.57,7.41,0.26
25.22,12.76,53.93,8.04,0.05
25.92,14.09,52.49,7.23,0.28
26.08,13.85,52.35,7.51,0.21
25.41,13.48,52.48,8.41,0.21
26.17,13.34,52.55,7.65,0.28
26.09,13.64,52.81,7.29,0.16
26.41,13.17,53.01,7.17,0.24
26.16,13.51,52.87,7.21,0.25
26.66,13.47,51.96,7.77,0.14
26.4,13.54,52.88,6.92,0.26
25.72,13.99,52.92,7.09,0.28
26.21,14.27,51.91,7.48,0.12
26.44,13.21,52.91,7.27,0.18
25.87,11.68,54.3,7.68,0.47
26.19,13.13,52.87,7.59,0.21
26.25,13.49,52.28,7.82,0.16
25.15,13.14,52.45,9.19,0.08
25.45,13.53,53.18,7.68,0.17
26.66,13.42,52.58,7.2,0.14
26.25,13.79,52.25,7.47,0.24
26.67,12.78,52.97,7.32,0.25
26.19,13.34,52.69,7.5,0.28
26.37,13.79,52.39,7.31,0.15
25.63,14.64,52.37,7.15,0.21
25.78,13.95,52.31,7.78,0.18
25.76,14.13,52.83,7.22,0.05
25.38,13.77,52.66,8.01,0.19
26.24,13.11,52.81,7.65,0.19
26.24,14.15,52.31,7.17,0.13
25.95,14.39,52.54,6.85,0.27
26.26,13.58,52.37,7.5,0.29
25.9,14.11,52.77,7.08,0.13
26.2,13.82,52.08,7.65,0.24
26.08,13.61,52.3,7.81,0.21
26.45,14.38,51.74,7.31,0.12
26.31,13.65,52.35,7.46,0.23
25.83,14.36,51.69,7.87,0.24
27.0,13.62,52.14,7.1,0.14
26.73,12.1,53.11,7.9,0.15
25.91,13.77,52.66,7.53,0.13
25.9,13.36,52.7,7.87,0.17
26.39,13.39,52.1,7.84,0.29
26.7,13.7,52.03,7.38,0.19
25.71,14.12,52.25,7.61,0.3
26.84,13.12,52.66,7.27,0.11
26.08,14.54,52.26,6.88,0.24
26.05,13.31,52.28,8.15,0.21
25.48,14.45,52.72,7.23,0.12
26.43,13.22,52.79,7.33,0.23
25.68,14.39,51.79,7.91,0.23
26.34,13.45,52.72,7.29,0.19
26.42,13.1,52.33,7.97,0.18
27.13,13.19,52.58,6.95,0.15
26.23,13.42,51.97,8.01,0.38
26.57,14.66,51.41,7.18,0.18
26.29,13.82,52.25,7.43,0.22
26.71,13.26,52.26,7.52,0.25
26.65,13.05,52.86,7.29,0.16
26.41,13.73,52.48,7.24,0.14
26.07,13.72,52.43,7.61,0.16
25.97,13.49,52.93,7.35,0.25
25.52,12.53,54.39,7.48,0.08
26.55,13.44,52.55,7.23,0.23
26.51,13.6,52.47,7.14,0.28
26.03,14.07,51.74,7.81,0.35
26.82,13.36,52.27,7.39,0.17
25.48,14.04,52.09,8.22,0.17
25.38,13.57,51.95,8.77,0.33
26.36,13.85,52.39,7.22,0.19
26.47,13.53,52.61,7.19,0.2
26.21,13.92,52.51,7.23,0.14
26.84,13.11,52.88,6.82,0.35
26.54,13.48,52.28,7.52,0.19
26.62,13.67,52.2,7.25,0.26
26.49,13.2,52.64,7.45,0.21
26.23,13.85,52.09,7.61,0.22
27.33,12.94,50.6,9.05,0.08
26.27,12.86,52.09,8.36,0.42
26.06,11.72,52.73,9.09,0.4
25.69,11.14,54.19,8.92,0.06
26.0,13.24,52.57,8.02,0.17
25.93,14.31,52.09,7.52,0.15
25.66,13.66,52.56,7.9,0.23
26.22,13.55,52.36,7.67,0.2
26.36,13.14,52.53,7.6,0.37
26.38,13.63,52.55,7.3,0.13
26.44,13.19,52.64,7.45,0.28
25.6,13.76,52.59,7.82,0.23
24.66,13.55,52.39,9.36,0.05
26.48,13.14,52.65,7.45,0.28
24.77,13.69,53.05,8.48,0.0
26.66,12.79,52.68,7.58,0.29
25.92,13.82,51.88,8.16,0.22
26.34,13.98,51.91,7.62,0.14
26.07,14.22,52.33,7.1,0.27
25.8,13.87,52.69,7.43,0.2
25.78,13.85,52.39,7.61,0.37
25.57,13.62,53.26,7.39,0.16
25.77,13.97,52.55,7.52,0.19
26.17,12.59,53.49,7.37,0.39
26.07,13.38,53.2,7.17,0.18
26.6,12.66,53.27,7.19,0.28
26.39,13.43,52.74,7.36,0.08
25.71,13.98,52.42,7.79,0.11
25.7,14.03,52.52,7.52,0.23
26.54,13.61,52.55,7.13,0.17
25.94,13.38,52.15,8.33,0.2
26.06,13.54,52.44,7.78,0.17
26.09,13.41,52.32,7.77,0.41
26.4,13.44,52.37,7.66,0.13
25.71,14.6,52.06,7.4,0.23
26.29,13.4,52.9,7.19,0.23
24.91,12.54,55.33,6.87,0.34
26.11,13.14,52.92,7.41,0.42
25.71,14.26,52.02,7.88,0.14
25.52,15.83,51.2,7.24,0.22
25.44,14.36,52.03,7.94,0.24
26.35,13.14,52.54,7.84,0.13
26.4,13.17,52.88,7.32,0.23
25.61,13.36,53.74,7.11,0.18
26.14,13.91,52.06,7.65,0.23
24.94,13.61,52.66,8.7,0.1
26.4,12.94,52.92,7.56,0.17
25.89,14.15,52.14,7.59,0.24
27.25,12.72,52.85,7.03,0.14
26.15,13.32,52.73,7.62,0.18
26.21,14.04,52.0,7.5,0.24
26.33,13.87,52.04,7.62,0.14
26.5,13.02,53.0,7.23,0.25
26.26,13.62,52.93,7.0,0.2
26.21,13.61,52.29,7.63,0.26
25.94,14.13,52.73,7.05,0.15
26.05,13.49,52.58,7.61,0.27
26.71,13.24,52.39,7.41,0.25
26.22,13.25,52.67,7.54,0.33
25.36,12.72,54.31,7.57,0.04
26.32,13.47,52.52,7.25,0.44
25.98,13.97,52.59,7.32,0.14
26.64,13.77,52.23,7.26,0.1
26.7,13.04,52.74,7.25,0.27
26.87,13.21,52.31,7.47,0.13
24.08,11.9,54.45,9.58,0.0
26.07,13.87,51.91,7.96,0.19
26.13,13.65,52.49,7.66,0.07
25.73,13.66,53.28,7.13,0.2
26.72,13.52,52.48,7.19,0.09
26.84,13.65,51.84,7.44,0.22
26.05,13.39,52.82,7.53,0.22
26.17,14.28,52.12,7.14,0.29
26.64,13.19,52.67,7.35,0.15
25.69,14.47,51.9,7.76,0.18
25.63,13.95,52.11,8.16,0.15
26.61,13.63,52.38,7.26,0.12
26.12,13.46,52.75,7.54,0.13
26.49,13.19,52.67,7.38,0.27
26.11,13.83,51.87,7.87,0.32
26.4,13.2,52.84,7.23,0.33
26.75,13.42,52.38,7.29,0.16
25.78,13.43,52.75,7.94,0.1
26.88,12.8,52.56,7.55,0.2
26.1,13.1,52.71,7.99,0.1
23.54,10.64,53.15,12.67,0.0
26.24,13.76,51.94,7.79,0.28
25.87,14.03,52.39,7.44,0.26
26.52,13.23,52.97,7.13,0.15
26.45,13.7,52.4,7.21,0.24
26.38,13.7,52.37,7.41,0.14
26.02,13.51,52.45,7.87,0.15
26.12,14.22,52.0,7.51,0.15
25.47,15.0,51.33,7.96,0.25
26.75,13.55,51.79,7.69,0.23
26.16,13.43,52.93,7.24,0.24
24.05,10.03,53.02,12.07,0.84
26.39,12.79,52.75,7.89,0.17
25.95,13.43,53.01,7.4,0.21
23.97,9.27,54.04,12.72,0.0
26.21,13.74,52.3,7.56,0.18
25.65,14.24,52.77,7.19,0.16
24.67,12.75,54.4,8.05,0.13
26.1,13.39,52.57,7.57,0.36
25.23,14.64,52.08,7.91,0.14
26.82,13.43,52.23,7.35,0.18
26.32,13.89,51.83,7.6,0.36
26.86,13.01,52.83,7.11,0.2
25.02,12.23,55.27,7.48,0.0
26.62,12.78,52.92,7.39,0.29
26.03,13.79,52.42,7.53,0.22
25.7,14.55,52.03,7.58,0.14
26.14,13.54,52.84,7.32,0.16
27.05,12.88,52.65,7.1,0.32
26.06,13.65,52.22,7.9,0.17
26.2,13.76,52.76,7.14,0.14
25.85,13.88,52.37,7.78,0.12
25.3,13.87,52.3,8.46,0.07
26.89,12.77,52.76,7.45,0.14
25.0,14.14,53.01,7.86,0.0
25.94,14.36,52.0,7.54,0.15
25.01,12.55,54.95,7.49,0.0
26.28,13.6,52.97,7.06,0.09
26.04,13.91,52.47,7.34,0.25
26.66,12.57,53.53,7.06,0.18
25.79,13.96,52.41,7.69,0.15
25.71,14.04,52.08,8.07,0.1
25.62,13.69,52.35,8.26,0.08
26.49,13.01,52.87,7.32,0.32
25.32,13.7,52.51,8.19,0.28
26.35,13.55,51.87,8.01,0.23
26.1,13.37,52.65,7.63,0.24
23.68,10.53,53.19,12.53,0.07
26.46,13.33,52.11,7.87,0.24
26.35,13.3,52.39,7.75,0.21
26.62,13.39,51.85,7.61,0.53
25.4,14.75,52.24,7.52,0.09
26.53,13.42,52.8,7.14,0.11
26.68,12.3,53.6,6.96,0.46
26.66,13.32,52.53,7.29,0.2
24.62,9.63,52.98,12.39,0.38
25.69,14.16,52.49,7.41,0.25
25.14,14.35,52.26,8.05,0.2
26.19,13.46,52.42,7.76,0.17
25.55,13.81,53.55,6.96,0.14
26.08,13.11,53.23,7.5,0.07
25.9,13.83,52.51,7.45,0.3
26.18,13.16,52.38,7.91,0.37
25.77,13.42,52.94,7.61,0.26
26.18,13.92,52.21,7.54,0.15
26.37,13.62,52.34,7.31,0.36
25.84,14.13,52.21,7.6,0.22
26.87,12.93,53.0,6.96,0.24
26.45,13.46,52.7,7.29,0.1
23.69,10.8,52.83,11.84,0.84
26.31,13.46,52.05,7.88,0.3
26.32,13.65,52.07,7.75,0.2
26.61,13.17,52.83,7.17,0.22
26.3,13.38,52.66,7.39,0.27
26.37,12.61,53.46,7.06,0.5
26.57,12.19,52.71,8.29,0.24
26.28,13.2,52.96,7.34,0.22
27.06,11.47,52.68,8.6,0.19
26.09,14.25,52.26,7.34,0.06
25.93,13.88,52.04,7.98,0.17
26.52,12.61,52.61,7.39,0.87
26.94,13.51,51.77,7.55,0.24
25.83,14.44,52.3,7.18,0.25
26.08,14.02,51.59,8.16,0.14
26.56,13.25,52.35,7.59,0.25
26.45,13.16,52.73,7.45,0.21
25.91,13.42,52.66,7.91,0.11
26.17,13.36,52.54,7.58,0.34
26.12,13.59,52.43,7.6,0.25
26.21,13.27,51.93,8.23,0.36
25.88,13.46,53.12,7.34,0.19
26.49,13.63,52.52,7.12,0.24
26.55,13.09,52.74,7.34,0.29
25.47,13.46,53.7,7.29,0.08
25.78,13.69,52.24,7.99,0.29
26.91,13.09,52.73,7.06,0.21
25.6,14.49,52.15,7.49,0.26
23.81,10.05,53.12,12.37,0.65
26.07,13.86,52.52,7.45,0.1
26.64,13.29,52.22,7.56,0.29
26.27,13.11,52.92,7.23,0.47
26.05,13.66,52.04,7.92,0.32
25.98,14.47,51.97,7.46,0.13
26.31,13.4,52.46,7.49,0.35
25.56,13.29,53.7,7.41,0.04
25.73,14.16,52.37,7.46,0.28
24.41,9.89,53.52,12.06,0.11
24.33,15.8,52.93,6.77,0.17
25.99,13.16,52.57,8.03,0.25
26.32,13.17,52.99,7.33,0.18
26.34,13.51,52.6,7.33,0.23
26.85,13.33,52.41,7.16,0.26
25.62,12.68,53.9,7.67,0.13
26.65,12.33,53.49,7.09,0.44
25.99,13.91,52.43,7.52,0.14
27.26,12.83,52.89,6.83,0.19
26.54,13.24,51.93,8.08,0.21
26.3,13.24,52.8,7.37,0.29
25.9,13.85,52.66,7.46,0.13
25.85,13.97,52.09,7.79,0.31
26.41,13.78,51.93,7.62,0.25
25.72,12.73,53.69,7.78,0.09
26.15,13.35,52.89,7.24,0.38
26.06,13.52,52.12,8.06,0.24
26.04,13.33,52.37,7.91,0.35
25.49,14.22,52.6,7.48,0.22
26.8,13.48,52.06,7.41,0.26
25.98,13.51,52.73,7.54,0.25
27.17,12.65,52.8,7.13,0.25
26.57,13.48,52.54,7.2,0.22
27.01,13.55,52.17,7.05,0.21
25.98,14.17,51.65,7.97,0.22
25.7,14.24,51.6,8.19,0.28
25.87,13.62,52.97,7.39,0.15
26.02,13.58,52.28,7.76,0.37
24.25,10.38,52.74,11.98,0.66
26.07,13.6,52.56,7.48,0.29
26.19,13.12,52.35,8.08,0.27
26.7,13.62,51.69,7.68,0.32
25.98,13.43,52.83,7.51,0.26
26.09,13.96,51.97,7.77,0.22
25.75,13.86,52.85,7.47,0.07
26.24,13.44,52.94,7.18,0.2
25.35,14.44,51.47,8.42,0.31
25.38,12.71,53.44,8.08,0.38
25.66,12.26,54.84,7.16,0.07
24.57,12.94,54.08,8.41,0.0
26.5,13.49,52.14,7.66,0.22
26.4,13.47,52.45,7.46,0.23
26.94,13.03,52.8,7.03,0.2
25.6,13.44,53.22,7.58,0.16
26.37,13.45,52.82,7.22,0.14
25.76,13.65,52.72,7.63,0.24
26.27,14.34,52.67,6.56,0.17
26.99,12.42,52.28,7.95,0.36
26.38,13.78,52.43,7.26,0.15
26.56,13.48,52.18,7.38,0.39
26.66,12.66,53.12,7.33,0.23
25.43,13.95,52.35,7.72,0.56
26.69,13.38,51.89,7.67,0.37
25.99,13.91,52.25,7.47,0.38
26.65,11.92,52.82,8.37,0.24
26.01,13.35,53.18,7.3,0.16
26.12,14.0,52.08,7.59,0.22
26.67,14.06,51.63,7.46,0.19
25.22,12.38,54.9,7.47,0.04
25.04,12.24,52.03,10.37,0.33
26.45,13.59,52.59,7.11,0.26
26.04,13.7,52.46,7.56,0.23
26.34,13.61,52.85,7.04,0.17
26.52,13.64,52.37,7.26,0.21
26.12,13.99,52.03,7.75,0.11
26.93,12.78,52.7,7.41,0.18
26.76,12.79,53.05,7.2,0.2
25.65,14.0,52.65,7.57,0.13
27.11,13.17,52.55,6.98,0.19
26.24,13.75,52.32,7.47,0.22
24.45,9.75,52.75,13.05,0.0
26.18,13.54,52.52,7.5,0.26
26.23,13.19,52.65,7.7,0.24
26.0,13.51,52.39,7.72,0.37
26.22,13.54,52.59,7.32,0.33
25.97,13.85,52.86,7.26,0.06
26.1,13.33,52.69,7.65,0.23
26.65,13.46,52.4,7.32,0.17
26.22,13.26,52.46,7.81,0.24
26.21,13.94,52.71,6.78,0.37
23.97,10.01,52.94,12.13,0.96
26.29,13.54,52.01,7.74,0.41
27.28,13.42,51.65,7.42,0.22
25.46,12.79,53.7,8.04,0.0
26.45,13.48,52.71,7.03,0.33
26.33,12.91,52.94,7.68,0.13
26.52,13.6,51.82,7.88,0.18
25.16,13.66,53.47,7.41,0.29
25.35,14.55,52.82,6.92,0.35
25.03,12.2,55.31,7.46,0.0
25.5,13.06,53.69,7.66,0.08
26.18,13.37,52.63,7.58,0.23
25.65,13.77,52.43,8.01,0.14
26.72,13.15,53.07,6.9,0.16
26.49,13.47,52.63,7.14,0.27
26.15,14.04,51.69,8.01,0.1
25.1,13.34,52.33,9.16,0.08
26.39,13.65,52.6,7.16,0.2
26.53,13.28,52.41,7.57,0.21
26.67,13.12,52.66,7.33,0.22
26.72,12.95,52.96,7.18,0.2
25.35,13.66,53.06,7.8,0.13
25.93,14.09,52.12,7.58,0.28
26.47,13.57,52.06,7.66,0.24
26.07,13.83,52.05,7.66,0.38
26.62,13.24,52.22,7.5,0.41
26.47,13.39,52.29,7.65,0.19
26.21,13.48,52.68,7.45,0.18
26.33,13.09,52.56,7.67,0.35
26.07,13.73,52.14,7.82,0.25
26.19,13.51,52.5,7.46,0.34
26.78,13.65,51.99,7.36,0.22
26.31,13.9,52.3,7.33,0.15
25.62,14.02,52.4,7.73,0.22
25.76,13.45,52.79,7.84,0.15
25.77,14.47,52.13,7.42,0.21
26.57,12.99,52.93,7.29,0.22
26.29,13.01,52.93,7.51,0.26
25.49,13.73,53.59,6.97,0.22
25.0,14.39,52.48,7.95,0.18
26.14,13.61,52.39,7.67,0.19
26.53,13.3,52.19,7.58,0.4
25.6,14.09,52.36,7.69,0.25
26.05,12.46,52.87,8.01,0.61
26.48,13.13,52.9,7.28,0.2
26.56,13.31,52.58,7.38,0.17
25.52,12.55,53.89,8.04,0.0
25.84,14.18,51.94,7.84,0.2
26.68,12.83,52.59,7.6,0.3
25.95,13.57,52.42,7.69,0.38
26.19,13.33,52.7,7.56,0.22
26.68,12.89,52.75,7.54,0.14
26.7,13.2,52.9,7.07,0.12
26.25,14.01,51.6,7.93,0.22
26.33,13.23,52.59,7.56,0.28
25.27,12.23,54.77,7.7,0.03
26.39,13.0,53.03,7.43,0.14
26.03,13.46,52.41,7.94,0.16
25.52,13.93,52.28,8.09,0.18
26.53,12.81,52.32,7.88,0.46
26.63,13.3,52.36,7.39,0.33
25.87,13.58,52.59,7.81,0.16
25.71,14.98,51.94,7.1,0.27
26.32,12.93,52.49,8.15,0.1
26.63,13.29,52.62,7.07,0.39
25.7,14.17,51.95,7.79,0.4
26.3,12.96,52.98,7.5,0.25
26.43,13.23,51.9,8.21,0.23
25.06,12.73,54.9,7.25,0.06
26.2,13.48,52.51,7.53,0.28
26.41,13.48,52.46,7.51,0.15
27.05,13.03,52.9,6.78,0.25
25.66,13.78,52.54,7.74,0.29
26.28,13.2,53.03,7.27,0.22
26.12,14.55,51.66,7.54,0.14
25.97,14.28,51.88,7.7,0.17
24.02,9.53,53.66,12.79,0.0
25.55,11.93,55.11,7.38,0.02
26.8,13.76,51.44,7.82,0.18
26.79,13.24,52.52,7.28,0.17
25.95,13.98,52.09,7.78,0.21
26.99,13.31,51.99,7.56,0.14
26.14,13.61,52.71,7.37,0.18
26.16,13.94,52.06,7.63,0.2
26.59,12.91,53.18,7.18,0.13
25.82,12.14,53.66,8.39,0.0
26.35,13.04,52.95,7.37,0.29
26.49,13.46,52.5,7.32,0.22
26.43,12.97,52.89,7.52,0.18
26.66,13.44,52.58,7.11,0.21
26.56,12.07,52.85,8.38,0.13
25.51,14.19,52.45,7.69,0.17
25.79,14.68,51.9,7.5,0.13
26.34,13.45,52.27,7.76,0.18
26.52,12.91,52.23,7.81,0.53
27.01,12.86,52.96,6.98,0.19
26.51,12.95,52.25,7.86,0.43
25.55,12.97,53.69,7.74,0.04
26.23,13.11,52.26,8.05,0.35
26.85,12.93,52.71,7.18,0.34
26.12,12.95,52.92,7.88,0.12
26.45,12.98,53.16,7.2,0.21
26.62,12.7,52.21,8.05,0.42
25.92,13.28,52.83,7.83,0.13
23.94,10.37,52.4,12.25,1.04
26.54,13.71,52.07,7.46,0.23
26.2,13.4,52.75,7.23,0.42
26.21,13.75,52.61,7.3,0.14
26.05,13.26,52.59,7.75,0.34
26.35,13.06,52.77,7.48,0.33
26.04,13.9,52.28,7.57,0.21
26.1,13.72,52.04,7.94,0.2
26.36,13.32,52.24,7.87,0.21
25.96,13.73,52.3,7.63,0.37
25.91,14.11,51.97,7.83,0.18
26.35,13.79,52.04,7.61,0.22
25.78,13.01,53.99,7.12,0.1
26.81,14.31,51.56,7.04,0.28
26.23,13.27,52.64,7.62,0.25
25.87,13.86,52.29,7.84,0.14
25.41,14.81,51.87,7.74,0.17
26.54,14.0,51.68,7.63,0.16
26.55,13.6,52.04,7.62,0.19
26.12,13.22,52.68,7.71,0.27
26.49,13.43,52.74,7.21,0.13
26.52,13.44,52.68,7.2,0.15
25.84,13.58,52.42,7.8,0.36
26.33,13.24,52.74,7.35,0.33
25.47,13.38,53.23,7.78,0.13
25.22,13.87,52.95,7.73,0.23
26.36,13.61,51.94,7.84,0.26
26.2,13.8,52.19,7.47,0.34
25.59,14.29,51.84,8.18,0.1
26.11,13.81,52.39,7.39,0.3
26.16,13.53,52.56,7.36,0.38
26.57,13.38,52.23,7.55,0.27
25.61,11.87,55.23,7.25,0.05
25.99,14.2,52.32,7.32,0.18
25.92,13.66,53.04,7.24,0.14
25.98,14.04,52.05,7.71,0.23
26.21,13.87,52.33,7.45,0.14
26.6,13.49,52.33,7.38,0.19
26.1,13.52,52.6,7.64,0.14
26.15,13.22,52.02,8.35,0.27
26.4,14.19,52.02,7.21,0.18
26.21,14.07,51.47,8.12,0.12
25.76,14.16,52.59,7.17,0.33
26.05,14.04,52.19,7.42,0.3
26.53,12.71,53.14,7.22,0.4
26.37,13.53,52.55,7.27,0.28
26.78,13.58,52.56,7.0,0.08
26.15,13.42,52.42,7.77,0.24
26.47,13.61,52.44,7.24,0.24
24.22,9.87,53.02,12.25,0.64
26.26,13.33,52.71,7.46,0.24
27.02,13.12,52.32,7.24,0.3
25.8,13.86,52.6,7.57,0.18
25.61,14.13,52.3,7.76,0.2
24.72,11.43,55.06,8.71,0.09
25.64,13.5,52.81,7.93,0.12
26.38,13.46,52.53,7.34,0.3
25.56,13.8,52.61,7.95,0.08
26.83,11.54,53.28,7.96,0.39
26.34,13.21,53.08,7.23,0.14
26.23,14.05,52.28,7.21,0.23
25.02,10.22,53.89,10.5,0.37
26.28,13.42,52.68,7.38,0.24
26.83,13.24,51.9,7.84,0.19
26.44,13.77,52.3,7.27,0.21
26.0,13.29,52.9,7.54,0.28
26.57,13.34,52.04,7.8,0.24
24.69,11.96,54.04,9.32,0.0
26.5,13.41,52.79,7.07,0.23
26.46,13.06,52.19,8.07,0.22
26.11,13.43,52.87,7.36,0.23
25.73,13.67,52.6,7.71,0.28
26.31,12.62,53.05,7.85,0.17
25.87,13.77,52.31,7.86,0.19
26.4,13.63,52.13,7.56,0.28
26.28,12.59,53.23,7.56,0.33
26.73,12.87,52.88,7.28,0.24
26.05,13.31,52.24,8.03,0.37
